league,season,team,player,nation,pos,age,born,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%
ENG-Premier League,2425,Manchester City,Kyle Walker,ENG,DF,34,1990,10.8,3,0,0,6,5,1,14,3,10,0,0,0,46,9,7,56.3
ENG-Premier League,2425,Manchester City,Manuel Akanji,SUI,DF,29,1995,22.4,3,0,0,17,9,0,11,9,12,0,0,0,103,30,33,47.6
ENG-Premier League,2425,Manchester City,Mateo Kovačić,CRO,MF,30,1994,24.4,5,1,0,24,26,0,0,24,38,0,0,0,114,10,9,52.6
ENG-Premier League,2425,Manchester City,Matheus Nunes,POR,"DF,MF",25,1998,18.6,4,0,0,30,20,6,45,15,22,0,1,0,70,14,19,42.4
ENG-Premier League,2425,Manchester City,Nathan Aké,NED,DF,29,1995,7.5,0,0,0,2,0,0,1,3,7,0,0,0,24,13,10,56.5
ENG-Premier League,2425,Manchester City,Nico O’Reilly,ENG,DF,19,2005,5.9,0,0,0,6,4,1,8,4,4,0,0,0,31,6,9,40.0
ENG-Premier League,2425,Manchester City,Nicolás González,ESP,MF,22,2002,8.4,3,0,0,13,5,0,1,8,6,0,0,0,31,16,12,57.1
ENG-Premier League,2425,Manchester City,Omar Marmoush,EGY,"FW,MF",25,1999,13.1,0,0,0,15,20,10,28,6,8,1,0,0,37,5,11,31.3
ENG-Premier League,2425,Manchester City,Oscar Bobb,NOR,FW,21,2003,0.2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,
ENG-Premier League,2425,Manchester City,Phil Foden,ENG,"MF,FW",24,2000,19.7,2,0,0,5,34,3,80,9,5,0,0,0,61,3,9,25.0
ENG-Premier League,2425,Manchester City,Rico Lewis,ENG,"DF,MF",19,2004,21.0,5,1,1,12,34,0,6,13,19,0,0,0,95,6,14,30.0
ENG-Premier League,2425,Manchester City,Rodri,ESP,MF,28,1996,0.8,0,0,0,1,2,0,0,1,1,0,0,0,7,1,0,100.0
ENG-Premier League,2425,Manchester City,Rúben Dias,POR,DF,27,1997,25.2,4,0,0,12,8,0,3,20,11,0,1,1,78,37,34,52.1
ENG-Premier League,2425,Manchester City,Stefan Ortega,GER,GK,31,1992,12.2,1,0,0,1,2,0,0,0,0,0,1,0,8,2,0,100.0
ENG-Premier League,2425,Manchester City,Sávio,BRA,"FW,MF",20,2004,19.6,3,0,0,17,28,3,84,6,17,2,0,0,79,1,2,33.3
ENG-Premier League,2425,Manchester City,Vitor Reis,BRA,DF,18,2006,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ENG-Premier League,2425,Manchester City,İlkay Gündoğan,GER,MF,33,1990,24.7,1,0,0,15,27,1,60,13,13,1,0,0,116,14,11,56.0
ENG-Premier League,2425,Manchester Utd,Alejandro Garnacho,ARG,"MF,FW",20,2004,24.4,3,0,0,12,43,10,56,13,18,0,0,0,108,3,24,11.1
ENG-Premier League,2425,Manchester Utd,Altay Bayındır,TUR,GK,26,1998,4.0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,1,50.0
ENG-Premier League,2425,Manchester Utd,Amad Diallo,CIV,"MF,FW",22,2002,21.1,5,0,0,21,28,9,42,11,31,2,0,0,109,10,15,40.0
ENG-Premier League,2425,Manchester Utd,André Onana,CMR,GK,28,1996,34.0,0,0,0,0,2,0,0,0,2,0,0,0,34,6,0,100.0
ENG-Premier League,2425,Manchester Utd,Antony,BRA,"DF,MF",24,2000,1.6,0,0,0,2,5,0,5,2,3,0,0,0,11,0,1,0.0
ENG-Premier League,2425,Manchester Utd,Ayden Heaven,ENG,DF,17,2006,1.9,1,0,0,4,4,0,0,4,3,0,0,0,11,2,3,40.0
ENG-Premier League,2425,Manchester Utd,Bruno Fernandes,POR,MF,29,1994,33.5,5,2,1,32,40,2,186,26,50,0,0,0,213,22,28,44.0
ENG-Premier League,2425,Manchester Utd,Casemiro,BRA,MF,32,1992,16.6,5,0,0,20,19,4,20,14,50,0,0,0,103,36,19,65.5
ENG-Premier League,2425,Manchester Utd,Chidozie Obi-Martin,DEN,FW,16,2007,1.8,1,0,0,3,1,0,0,0,1,0,0,0,9,2,4,33.3
ENG-Premier League,2425,Manchester Utd,Christian Eriksen,DEN,MF,32,1992,11.8,4,0,0,8,3,0,85,7,9,0,0,0,62,2,6,25.0
ENG-Premier League,2425,Manchester Utd,Diogo Dalot,POR,DF,25,1999,31.3,5,0,0,40,9,4,66,37,40,0,1,0,167,38,21,64.4
ENG-Premier League,2425,Manchester Utd,Harry Amass,ENG,DF,17,2007,3.8,0,0,0,2,4,1,9,2,2,0,0,0,26,7,6,53.8
ENG-Premier League,2425,Manchester Utd,Harry Maguire,ENG,DF,31,1993,19.5,7,0,0,18,11,2,4,40,15,0,0,0,68,64,25,71.9
ENG-Premier League,2425,Manchester Utd,Jonny Evans,NIR,DF,36,1988,3.5,1,0,0,5,6,0,0,5,6,0,0,0,16,9,3,75.0
ENG-Premier League,2425,Manchester Utd,Joshua Zirkzee,NED,"FW,MF",23,2001,15.6,2,0,0,9,13,3,4,6,8,1,0,0,57,21,54,28.0
ENG-Premier League,2425,Manchester Utd,Kobbie Mainoo,ENG,MF,19,2005,18.3,5,0,0,27,21,3,7,19,29,0,0,0,88,19,31,38.0
ENG-Premier League,2425,Manchester Utd,Leny Yoro,FRA,DF,18,2005,12.9,5,0,0,9,2,1,1,18,11,0,0,0,46,16,16,50.0
ENG-Premier League,2425,Manchester Utd,Lisandro Martínez,ARG,DF,26,1998,19.5,7,0,0,22,7,0,9,32,24,0,0,0,81,16,13,55.2
ENG-Premier League,2425,Manchester Utd,Luke Shaw,ENG,DF,29,1995,3.9,1,0,0,3,1,0,11,2,3,0,0,1,9,3,2,60.0
ENG-Premier League,2425,Manchester Utd,Manuel Ugarte Ribeiro,URU,MF,23,2001,19.8,11,0,0,41,33,0,7,27,49,0,0,1,122,18,18,50.0
ENG-Premier League,2425,Manchester Utd,Marcus Rashford,ENG,"FW,MF",26,1997,10.9,2,0,0,8,7,7,27,4,4,0,0,0,24,5,7,41.7
ENG-Premier League,2425,Manchester Utd,Mason Mount,ENG,MF,25,1999,6.9,3,0,0,16,9,1,13,4,5,0,0,0,18,4,8,33.3
ENG-Premier League,2425,Manchester Utd,Matthijs de Ligt,NED,DF,24,1999,23.6,3,0,0,16,12,2,6,33,22,0,2,0,68,58,29,66.7
ENG-Premier League,2425,Manchester Utd,Noussair Mazraoui,MAR,DF,26,1997,31.5,3,0,0,38,25,4,23,34,68,0,1,0,149,50,30,62.5
ENG-Premier League,2425,Manchester Utd,Patrick Dorgu,DEN,DF,19,2004,9.4,3,1,0,17,28,3,39,4,24,0,0,0,37,15,9,62.5
ENG-Premier League,2425,Manchester Utd,Rasmus Højlund,DEN,FW,21,2003,22.3,2,0,0,17,28,13,8,2,1,1,0,0,35,31,94,24.8
ENG-Premier League,2425,Manchester Utd,Scott McTominay,SCO,MF,27,1996,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0
ENG-Premier League,2425,Manchester Utd,Toby Collyer,ENG,MF,20,2004,2.0,0,0,0,2,4,0,0,2,9,0,0,0,17,3,1,75.0
ENG-Premier League,2425,Manchester Utd,Tyler Fredricson,ENG,DF,19,2005,1.8,0,0,0,0,2,0,0,1,3,0,0,0,12,7,5,58.3
ENG-Premier League,2425,Manchester Utd,Tyrell Malacia,NED,DF,24,1999,1.1,1,0,0,3,2,0,1,1,1,0,0,0,3,0,0,
ENG-Premier League,2425,Manchester Utd,Victor Lindelöf,SWE,DF,30,1994,7.8,1,0,0,8,1,0,1,8,2,0,0,0,29,17,15,53.1
ENG-Premier League,2425,Newcastle Utd,Alexander Isak,SWE,FW,24,1999,30.6,1,0,0,27,14,20,16,3,5,1,0,0,55,26,55,32.1
ENG-Premier League,2425,Newcastle Utd,Anthony Gordon,ENG,"FW,MF",23,2001,27.0,2,0,0,20,71,8,131,7,18,1,0,0,97,8,8,50.0
ENG-Premier League,2425,Newcastle Utd,Bruno Guimarães,BRA,MF,26,1997,36.3,7,0,0,65,108,2,28,29,47,0,0,0,188,18,19,48.6
ENG-Premier League,2425,Newcastle Utd,Callum Wilson,ENG,FW,32,1992,4.1,1,0,0,4,1,3,2,1,2,0,0,0,11,2,16,11.1
ENG-Premier League,2425,Newcastle Utd,Dan Burn,ENG,DF,32,1992,37.0,11,0,0,34,12,5,3,27,24,0,0,2,103,146,75,66.1
ENG-Premier League,2425,Newcastle Utd,Emil Krafth,SWE,DF,29,1994,3.8,2,0,0,5,2,0,2,2,2,0,0,0,19,8,8,50.0
ENG-Premier League,2425,Newcastle Utd,Fabian Schär,SUI,DF,32,1991,32.6,9,1,0,35,15,4,13,45,21,0,0,0,134,56,71,44.1
ENG-Premier League,2425,Newcastle Utd,Harvey Barnes,ENG,FW,26,1997,19.5,0,0,0,15,22,5,47,6,9,0,0,0,55,6,15,28.6
ENG-Premier League,2425,Newcastle Utd,Jacob Murphy,ENG,FW,29,1995,26.2,4,0,0,11,15,3,120,13,19,1,0,0,98,5,16,23.8
ENG-Premier League,2425,Newcastle Utd,Joe Willock,ENG,"MF,FW",24,1999,12.1,4,0,0,23,13,3,18,6,17,0,0,0,40,5,14,26.3
ENG-Premier League,2425,Newcastle Utd,Joelinton,BRA,"MF,FW",27,1996,26.6,10,0,0,58,35,7,16,23,35,0,0,0,149,59,46,56.2
ENG-Premier League,2425,Newcastle Utd,Kieran Trippier,ENG,DF,33,1990,14.5,1,0,0,16,11,2,82,12,21,0,0,0,68,22,15,59.5
ENG-Premier League,2425,Newcastle Utd,Lewis Hall,ENG,DF,19,2004,24.3,3,0,0,9,21,1,110,18,41,0,0,0,119,30,31,49.2
ENG-Premier League,2425,Newcastle Utd,Lewis Miley,ENG,MF,18,2006,3.5,0,0,0,3,1,0,0,2,11,0,0,0,16,6,7,46.2
ENG-Premier League,2425,Newcastle Utd,Lloyd Kelly,ENG,DF,25,1998,3.4,2,0,0,5,5,1,1,1,4,0,0,0,19,6,2,75.0
ENG-Premier League,2425,Newcastle Utd,Martin Dúbravka,SVK,GK,35,1989,10.0,0,0,0,0,1,0,0,0,0,0,0,0,18,4,0,100.0
ENG-Premier League,2425,Newcastle Utd,Matt Targett,ENG,DF,28,1995,0.2,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,
ENG-Premier League,2425,Newcastle Utd,Miguel Almirón,PAR,FW,30,1994,1.7,0,0,0,1,3,2,0,0,2,0,0,0,4,0,2,0.0
ENG-Premier League,2425,Newcastle Utd,Nick Pope,ENG,GK,32,1992,28.0,2,0,0,2,5,0,0,1,0,0,2,0,24,11,1,91.7
ENG-Premier League,2425,Newcastle Utd,Sandro Tonali,ITA,MF,24,2000,29.2,5,0,0,37,49,2,54,34,32,1,0,0,177,12,12,50.0
ENG-Premier League,2425,Newcastle Utd,Sean Longstaff,ENG,MF,26,1997,8.9,2,0,0,9,6,0,5,7,16,0,0,0,31,7,7,50.0
ENG-Premier League,2425,Newcastle Utd,Sven Botman,NED,DF,24,2000,4.6,1,0,0,5,4,0,0,5,9,0,0,0,14,17,9,65.4
ENG-Premier League,2425,Newcastle Utd,Valentino Livramento,ENG,DF,21,2002,31.6,1,0,0,6,35,2,52,23,36,0,0,0,189,27,35,43.5
ENG-Premier League,2425,Newcastle Utd,William Osula,DEN,FW,20,2003,1.5,0,0,0,4,1,1,4,4,0,0,0,0,2,6,2,75.0
ENG-Premier League,2425,Nott'ham Forest,Anthony Elanga,SWE,"FW,MF",22,2002,27.8,1,0,0,9,47,18,185,6,14,0,0,0,89,24,37,39.3
ENG-Premier League,2425,Nott'ham Forest,Callum Hudson-Odoi,ENG,"FW,MF",23,2000,24.4,2,0,0,12,25,8,79,13,14,1,0,0,92,3,10,23.1
ENG-Premier League,2425,Nott'ham Forest,Chris Wood,NZL,FW,32,1991,32.9,1,0,0,25,24,28,1,5,5,0,0,0,50,94,143,39.7
ENG-Premier League,2425,Nott'ham Forest,Danilo,BRA,"MF,FW",23,2001,3.1,0,0,0,2,0,0,3,4,4,0,0,0,19,1,2,33.3
ENG-Premier League,2425,Nott'ham Forest,Elliot Anderson,ENG,MF,21,2002,30.3,10,0,0,49,58,4,86,31,56,0,0,0,207,56,30,65.1
ENG-Premier League,2425,Nott'ham Forest,Eric da Silva Moreira,GER,"MF,DF",18,2006,0.3,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,
ENG-Premier League,2425,Nott'ham Forest,Harry Toffolo,ENG,DF,28,1995,1.5,1,0,0,1,0,0,4,2,3,0,0,0,2,1,0,100.0
ENG-Premier League,2425,Nott'ham Forest,Ibrahim Sangaré,CIV,MF,26,1997,6.6,3,0,0,15,8,0,2,6,14,0,0,0,42,10,10,50.0
ENG-Premier League,2425,Nott'ham Forest,James Ward-Prowse,ENG,MF,29,1994,4.4,2,1,1,7,2,0,19,5,1,0,0,0,19,3,5,37.5
ENG-Premier League,2425,Nott'ham Forest,Jota Silva,POR,"FW,MF",24,1999,9.5,5,0,0,24,23,8,21,12,14,1,0,0,43,21,30,41.2
ENG-Premier League,2425,Nott'ham Forest,Matz Sels,BEL,GK,32,1992,38.0,4,0,0,1,10,0,0,0,1,0,1,0,17,15,2,88.2
ENG-Premier League,2425,Nott'ham Forest,Morato,BRA,DF,23,2001,10.1,5,0,0,11,2,0,0,10,14,0,0,0,36,6,14,30.0
ENG-Premier League,2425,Nott'ham Forest,Morgan Gibbs-White,ENG,MF,24,2000,31.1,11,1,1,38,40,7,45,23,22,1,0,0,127,40,55,42.1
ENG-Premier League,2425,Nott'ham Forest,Murillo,BRA,DF,22,2002,35.4,6,0,0,27,6,0,14,36,36,0,1,0,142,44,22,66.7
ENG-Premier League,2425,Nott'ham Forest,Neco Williams,WAL,DF,23,2001,28.8,7,0,0,24,43,2,59,31,57,0,0,0,110,40,30,57.1
ENG-Premier League,2425,Nott'ham Forest,Nicolás Domínguez,ARG,"MF,FW",26,1998,21.8,9,0,0,33,18,1,7,29,45,0,0,0,114,27,23,54.0
ENG-Premier League,2425,Nott'ham Forest,Nikola Milenković,SRB,DF,26,1997,37.0,4,0,0,20,5,2,0,27,29,0,0,0,85,101,39,72.1
ENG-Premier League,2425,Nott'ham Forest,Ola Aina,NGA,DF,27,1996,33.3,5,0,0,23,35,2,59,33,42,0,1,0,190,13,19,40.6
ENG-Premier League,2425,Nott'ham Forest,Ramón Sosa,PAR,"FW,MF",24,1999,3.3,1,0,0,6,8,3,8,4,3,0,0,0,25,4,7,36.4
ENG-Premier League,2425,Nott'ham Forest,Ryan Yates,ENG,MF,26,1997,21.3,10,0,0,53,49,7,8,26,21,0,0,0,104,45,30,60.0
ENG-Premier League,2425,Nott'ham Forest,Taiwo Awoniyi,NGA,FW,26,1997,4.6,0,0,0,8,10,1,2,0,3,0,0,0,18,13,38,25.5
ENG-Premier League,2425,Nott'ham Forest,Willy Boly,CIV,DF,33,1991,1.7,1,0,0,1,0,0,0,3,1,0,0,0,5,6,2,75.0
ENG-Premier League,2425,Nott'ham Forest,Álex Moreno,ESP,"DF,MF",31,1993,10.6,2,0,0,12,6,0,19,15,18,0,0,0,50,3,11,21.4
ENG-Premier League,2425,Southampton,Aaron Ramsdale,ENG,GK,26,1998,30.0,2,0,0,1,4,0,0,2,0,0,0,0,23,6,0,100.0
ENG-Premier League,2425,Southampton,Adam Armstrong,ENG,"FW,MF",27,1997,13.9,4,0,0,12,5,9,14,3,3,0,0,0,23,5,9,35.7
ENG-Premier League,2425,Southampton,Adam Lallana,ENG,MF,36,1988,4.0,4,0,0,8,8,0,4,5,5,0,0,0,19,2,2,50.0
ENG-Premier League,2425,Southampton,Albert Grønbaek,DEN,"FW,MF",23,2001,1.6,0,0,0,0,1,0,1,0,1,0,0,0,6,2,0,100.0
ENG-Premier League,2425,Southampton,Alex McCarthy,ENG,GK,34,1989,5.0,0,0,0,0,1,0,0,0,0,0,0,0,4,2,0,100.0
ENG-Premier League,2425,Southampton,Armel Bella Kotchap,GER,DF,22,2001,3.7,0,0,0,3,2,0,0,5,5,0,0,0,19,6,5,54.5
ENG-Premier League,2425,Southampton,Ben Brereton,CHI,FW,25,1999,5.0,1,0,0,4,8,1,5,0,2,0,0,0,16,9,7,56.3
ENG-Premier League,2425,Southampton,Cameron Archer,ENG,FW,23,2001,16.0,0,0,0,16,13,8,3,2,8,0,0,0,35,9,30,23.1
ENG-Premier League,2425,Southampton,Carlos Alcaraz,ARG,MF,21,2002,0.1,0,0,0,1,0,0,1,1,0,0,0,0,2,1,0,100.0
ENG-Premier League,2425,Southampton,Charlie Taylor,ENG,DF,30,1993,4.0,1,0,0,2,3,0,9,5,5,0,0,0,10,6,2,75.0
ENG-Premier League,2425,Southampton,Flynn Downes,ENG,MF,25,1999,23.9,12,0,0,50,39,0,4,32,25,0,0,0,83,17,17,50.0
ENG-Premier League,2425,Southampton,Jack Stephens,ENG,DF,30,1994,15.4,2,2,0,13,4,1,1,13,20,0,1,0,44,6,10,37.5
ENG-Premier League,2425,Southampton,James Bree,ENG,DF,26,1997,11.9,0,0,0,4,5,0,29,9,14,0,0,0,65,12,7,63.2
ENG-Premier League,2425,Southampton,Jan Bednarek,POL,DF,28,1996,28.1,7,0,0,31,13,0,1,56,19,0,1,0,106,71,37,65.7
ENG-Premier League,2425,Southampton,Jay Robinson,ENG,"MF,FW",17,2007,1.5,0,0,0,3,1,0,1,0,1,0,0,0,12,0,1,0.0
ENG-Premier League,2425,Southampton,Joachim Kayi Sanda,FRA,DF,17,2006,0.2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0.0
ENG-Premier League,2425,Southampton,Joe Aribo,NGA,"MF,DF",28,1996,22.4,1,0,0,20,28,1,10,20,33,0,1,0,112,25,24,51.0
ENG-Premier League,2425,Southampton,Joe Lumley,ENG,GK,29,1995,3.0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,66.7
ENG-Premier League,2425,Southampton,Kamaldeen Sulemana,GHA,"FW,MF",22,2002,15.6,2,0,0,22,11,3,26,6,17,0,0,0,63,13,27,32.5
ENG-Premier League,2425,Southampton,Kyle Walker-Peters,ENG,DF,27,1997,32.4,5,0,0,28,52,2,51,19,29,0,0,0,135,11,21,34.4
ENG-Premier League,2425,Southampton,Lesley Ugochukwu,FRA,MF,20,2004,18.4,7,0,0,31,16,0,6,14,24,0,1,0,67,20,18,52.6
ENG-Premier League,2425,Southampton,Mateus Fernandes,POR,MF,20,2004,32.3,8,0,0,46,55,4,113,28,48,0,0,0,179,15,9,62.5
ENG-Premier League,2425,Southampton,Maxwel Cornet,CIV,FW,27,1996,0.8,1,0,0,0,1,1,3,0,5,0,0,0,2,3,0,100.0
ENG-Premier League,2425,Southampton,Nathan Wood-Gordon,ENG,DF,22,2002,8.6,2,0,0,9,4,0,3,5,8,0,0,0,20,15,8,65.2
ENG-Premier League,2425,Southampton,Paul Onuachu,NGA,FW,30,1994,11.7,4,0,0,28,16,10,0,1,2,0,0,0,19,93,59,61.2
ENG-Premier League,2425,Southampton,Ronnie Edwards,ENG,DF,21,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ENG-Premier League,2425,Southampton,Ross Stewart,SCO,FW,28,1996,4.3,1,0,0,7,7,1,0,1,4,0,0,0,6,13,23,36.1
ENG-Premier League,2425,Southampton,Ryan Fraser,SCO,"FW,DF",30,1994,3.4,0,1,0,1,4,1,12,1,2,0,1,0,10,2,3,40.0
ENG-Premier League,2425,Southampton,Ryan Manning,IRL,"DF,MF",28,1996,16.2,2,0,0,19,32,0,84,17,17,0,0,0,65,15,6,71.4
ENG-Premier League,2425,Southampton,Samuel Amo-Ameyaw,ENG,"FW,DF",18,2006,0.3,1,0,0,1,2,0,2,0,0,0,0,0,1,0,1,0.0
ENG-Premier League,2425,Southampton,Samuel Edozie,ENG,"DF,FW",21,2003,0.7,1,0,0,2,1,0,4,0,1,0,0,0,1,0,0,
ENG-Premier League,2425,Southampton,Taylor Harwood-Bellis,ENG,DF,22,2002,31.4,9,0,0,35,14,0,10,30,20,0,0,0,123,63,49,56.3
ENG-Premier League,2425,Southampton,Tyler Dibling,ENG,"FW,MF",18,2006,20.8,6,0,0,30,50,2,28,8,20,2,0,0,80,10,25,28.6
ENG-Premier League,2425,Southampton,Welington,BRA,DF,23,2001,5.4,1,0,0,6,8,1,17,7,9,0,1,0,21,5,4,55.6
ENG-Premier League,2425,Southampton,William Smallbone,IRL,MF,24,2000,7.7,1,0,0,11,3,0,36,2,13,0,1,0,23,4,6,40.0
ENG-Premier League,2425,Southampton,Yukinari Sugawara,JPN,"DF,MF",24,2000,17.3,4,0,0,15,10,4,70,11,18,0,2,0,44,5,9,35.7
ENG-Premier League,2425,Tottenham,Alfie Dorrington,ENG,DF,19,2005,0.2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
ENG-Premier League,2425,Tottenham,Antonín Kinský,CZE,GK,21,2003,6.0,0,0,0,0,0,0,0,0,1,0,0,0,6,2,0,100.0
ENG-Premier League,2425,Tottenham,Archie Gray,ENG,"DF,MF",18,2006,19.5,1,0,0,17,11,0,17,19,8,0,0,1,69,11,11,50.0
ENG-Premier League,2425,Tottenham,Ben Davies,WAL,DF,31,1993,14.8,5,0,0,17,7,0,4,12,11,0,0,0,41,52,44,54.2
ENG-Premier League,2425,Tottenham,Brandon Austin,ENG,GK,25,1999,1.0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,100.0
ENG-Premier League,2425,Tottenham,Brennan Johnson,WAL,FW,23,2001,24.2,5,0,0,27,26,12,53,4,26,2,0,0,63,7,20,25.9
ENG-Premier League,2425,Tottenham,Cristian Romero,ARG,DF,26,1998,15.7,3,0,0,14,12,2,3,21,29,0,0,0,90,41,27,60.3
ENG-Premier League,2425,Tottenham,Dane Scarlett,ENG,"FW,MF",20,2004,0.4,0,0,0,0,1,1,0,0,0,0,0,0,3,1,0,100.0
ENG-Premier League,2425,Tottenham,Dejan Kulusevski,SWE,"MF,FW",24,2000,26.5,3,0,0,48,38,5,89,13,23,0,0,0,121,10,15,40.0
ENG-Premier League,2425,Tottenham,Destiny Udogie,ITA,DF,21,2002,21.4,2,0,0,29,38,3,19,22,47,0,0,1,111,13,13,50.0
ENG-Premier League,2425,Tottenham,Djed Spence,ENG,DF,23,2000,19.9,4,1,1,21,23,2,25,21,34,0,0,1,109,21,14,60.0
ENG-Premier League,2425,Tottenham,Dominic Solanke,ENG,FW,26,1997,24.5,0,0,0,36,36,5,4,1,11,0,0,1,38,46,60,43.4
ENG-Premier League,2425,Tottenham,Fraser Forster,ENG,GK,36,1988,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0
ENG-Premier League,2425,Tottenham,Guglielmo Vicario,ITA,GK,27,1996,24.0,1,0,0,0,2,0,0,1,0,0,0,0,32,9,0,100.0
ENG-Premier League,2425,Tottenham,James Maddison,ENG,MF,27,1996,20.1,6,0,0,32,64,4,98,12,19,0,0,0,76,5,7,41.7
ENG-Premier League,2425,Tottenham,Kevin Danso,AUT,DF,25,1998,9.4,0,0,0,9,13,0,1,6,5,0,0,0,27,21,12,63.6
ENG-Premier League,2425,Tottenham,Lucas Bergvall,SWE,MF,18,2006,13.5,3,0,0,20,17,0,21,24,19,0,0,0,73,9,8,52.9
ENG-Premier League,2425,Tottenham,Mathys Tel,FRA,FW,19,2005,10.1,2,0,0,14,16,1,35,2,6,1,0,0,38,4,7,36.4
ENG-Premier League,2425,Tottenham,Micky van de Ven,NED,DF,23,2001,11.3,4,0,0,10,9,0,0,10,6,0,0,0,63,19,20,48.7
ENG-Premier League,2425,Tottenham,Mikey Moore,ENG,FW,16,2007,4.1,0,0,0,3,7,3,16,1,1,0,0,0,11,1,6,14.3
ENG-Premier League,2425,Tottenham,Pape Matar Sarr,SEN,MF,21,2002,21.3,6,0,0,34,35,2,14,30,36,0,1,0,115,34,45,43.0
ENG-Premier League,2425,Tottenham,Pedro Porro,ESP,DF,24,1999,29.0,5,0,0,25,33,1,196,36,49,0,0,0,152,12,23,34.3
ENG-Premier League,2425,Tottenham,Radu Drăgușin,ROU,DF,22,2002,13.9,1,0,0,6,10,0,1,15,6,0,0,0,48,33,22,60.0
ENG-Premier League,2425,Tottenham,Richarlison,BRA,FW,27,1997,5.6,2,0,0,7,13,3,7,0,3,0,0,0,11,10,23,30.3
ENG-Premier League,2425,Tottenham,Rodrigo Bentancur,URU,MF,27,1997,18.3,9,0,0,34,10,1,4,40,22,0,0,0,121,36,30,54.5
ENG-Premier League,2425,Tottenham,Sergio Reguilón,ESP,DF,27,1996,2.2,2,0,0,2,6,0,12,4,3,0,0,0,14,5,2,71.4
ENG-Premier League,2425,Tottenham,Son Heung-min,KOR,FW,32,1992,23.4,1,0,0,6,28,12,78,5,9,1,0,0,85,6,12,33.3
ENG-Premier League,2425,Tottenham,Timo Werner,GER,"FW,MF",28,1996,5.7,0,0,0,3,5,5,28,1,4,0,0,0,18,0,1,0.0
ENG-Premier League,2425,Tottenham,Will Lankshear,ENG,"FW,MF",19,2005,0.1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,
ENG-Premier League,2425,Tottenham,Wilson Odobert,FRA,"FW,MF",19,2004,9.4,0,0,0,2,3,1,25,4,5,0,0,0,34,4,8,33.3
ENG-Premier League,2425,Tottenham,Yves Bissouma,MLI,MF,27,1996,15.6,7,0,0,28,18,0,2,18,31,0,2,0,85,7,7,50.0
ENG-Premier League,2425,West Ham,Aaron Cresswell,ENG,DF,34,1989,9.2,3,0,0,4,2,0,36,8,7,0,0,0,36,7,7,50.0
ENG-Premier League,2425,West Ham,Aaron Wan-Bissaka,ENG,DF,26,1997,35.0,1,0,0,25,27,5,76,66,49,0,0,1,174,22,33,40.0
ENG-Premier League,2425,West Ham,Alphonse Areola,FRA,GK,31,1993,25.1,0,0,0,0,0,0,0,0,2,0,0,1,29,2,0,100.0
ENG-Premier League,2425,West Ham,Andy Irving,SCO,MF,24,2000,1.8,2,0,0,6,1,0,2,1,4,0,0,0,10,1,1,50.0
ENG-Premier League,2425,West Ham,Carlos Soler,ESP,"MF,FW",27,1997,15.7,6,0,0,26,19,0,34,8,11,0,0,0,64,10,12,45.5
ENG-Premier League,2425,West Ham,Crysencio Summerville,NED,"FW,MF",22,2001,8.7,2,0,0,9,23,4,21,0,7,0,0,0,38,4,9,30.8
ENG-Premier League,2425,West Ham,Danny Ings,ENG,"FW,MF",32,1992,3.2,0,0,0,0,2,0,3,1,2,1,0,0,9,8,10,44.4
ENG-Premier League,2425,West Ham,Edson Álvarez,MEX,MF,26,1997,19.7,9,1,1,42,18,4,6,18,27,0,0,0,88,30,23,56.6
ENG-Premier League,2425,West Ham,Emerson Palmieri,ITA,DF,29,1994,23.5,5,0,0,25,13,0,64,21,31,0,0,0,84,18,20,47.4
ENG-Premier League,2425,West Ham,Evan Ferguson,IRL,FW,19,2004,1.7,0,0,0,1,2,0,0,1,1,0,0,0,8,5,10,33.3
ENG-Premier League,2425,West Ham,Guido Rodríguez,ARG,MF,30,1994,12.8,6,0,0,18,12,2,5,13,19,0,0,0,53,11,7,61.1
ENG-Premier League,2425,West Ham,James Ward-Prowse,ENG,MF,29,1994,11.5,2,0,0,10,4,0,49,8,14,0,0,0,52,10,5,66.7
ENG-Premier League,2425,West Ham,Jarrod Bowen,ENG,"FW,MF",27,1996,33.0,1,0,0,20,51,10,106,16,26,0,0,0,129,12,48,20.0
ENG-Premier League,2425,West Ham,Jean-Clair Todibo,FRA,DF,24,1999,20.3,3,0,0,16,6,0,3,26,28,0,0,0,79,28,26,51.9
