league,season,team,player,nation,pos,age,born,playing_time_mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g+a,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,expected_xg,expected_npxg,expected_xag,expected_npxg+xag,progression_prgc,progression_prgp,progression_prgr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,per_90_minutes_xg,per_90_minutes_xag,per_90_minutes_xg+xag,per_90_minutes_npxg,per_90_minutes_npxg+xag,performance_recov,aerial_duels_won,aerial_duels_lost,aerial_duels_won%,att,pass_types_live,pass_types_dead,pass_types_fk,pass_types_tb,pass_types_sw,pass_types_crs,pass_types_ti,pass_types_ck,touches_touches,touches_def_pen,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen,touches_live,take-ons_att,take-ons_succ,take-ons_succ%,take-ons_tkld,take-ons_tkld%,carries_carries,carries_totdist,carries_prgdist,carries_1/3,carries_cpa,carries_mis,carries_dis,receiving_rec,expected_npxg/sh,expected_g-xg,expected_np:g-xg
ENG-Premier League,2425,Crystal Palace,Nathaniel Clyne,ENG,"DF,MF",33.0,1991.0,13,5,483,5.4,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,6,7,8,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,10,1,7,12.5,225,207,16,1,1,1,7,13,0,273,18,111,125,37,3,273,1,0,0.0,1,100.0,158,651,314,2,3,5,2,178,0.01,0.0,0.0
ENG-Premier League,2425,Crystal Palace,Odsonne Édouard,FRA,"MF,FW",26.0,1998.0,2,1,115,1.3,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,3,4,7,0.0,0.0,0.0,0.0,0.0,0.31,0.04,0.34,0.31,0.34,5,1,4,20.0,28,28,0,0,0,0,1,0,0,45,1,4,23,18,8,45,1,0,0.0,1,100.0,24,117,56,1,2,4,1,26,0.08,-0.4,-0.4
ENG-Premier League,2425,Crystal Palace,Romain Esse,ENG,MF,19.0,2005.0,7,1,138,1.5,1,1,2,1,0,0,0,0,0.3,0.3,0.4,0.7,1,7,14,0.65,0.65,1.3,0.65,1.3,0.21,0.27,0.48,0.21,0.48,9,3,2,60.0,42,42,0,0,1,0,0,0,0,73,1,14,30,29,9,73,6,2,33.3,4,66.7,38,121,49,1,2,6,2,43,0.32,0.7,0.7
ENG-Premier League,2425,Crystal Palace,Trevoh Chalobah,ENG,DF,25.0,1999.0,12,12,1060,11.8,3,0,3,3,0,0,1,0,1.2,1.2,0.4,1.6,11,34,6,0.25,0.0,0.25,0.25,0.25,0.1,0.03,0.14,0.1,0.14,56,22,19,53.7,442,426,16,11,1,2,7,5,0,594,66,275,276,51,14,594,10,6,60.0,2,20.0,278,1213,661,9,1,4,7,317,0.11,1.8,1.8
ENG-Premier League,2425,Crystal Palace,Tyrick Mitchell,ENG,DF,24.0,1999.0,37,37,3092,34.4,0,5,5,0,0,0,2,0,1.3,1.3,6.4,7.7,63,70,171,0.0,0.15,0.15,0.0,0.15,0.04,0.19,0.22,0.04,0.22,168,20,21,48.8,1355,1122,228,8,0,2,105,220,0,1754,114,622,671,475,43,1754,38,16,42.1,17,44.7,820,3825,1771,36,9,38,30,902,0.11,-1.3,-1.3
ENG-Premier League,2425,Crystal Palace,Will Hughes,ENG,MF,29.0,1995.0,33,24,2108,23.4,0,3,3,0,0,0,11,0,1.1,1.1,3.1,4.2,20,87,27,0.0,0.13,0.13,0.0,0.13,0.05,0.13,0.18,0.05,0.18,121,19,18,51.4,970,856,106,34,1,2,71,1,54,1203,48,295,615,308,17,1203,16,5,31.3,7,43.8,532,2718,1276,24,1,21,30,659,0.05,-1.1,-1.1
ENG-Premier League,2425,Everton,Abdoulaye Doucouré,MLI,MF,31.0,1993.0,33,31,2564,28.5,3,2,5,3,0,0,5,1,4.1,4.1,2.4,6.6,42,82,96,0.11,0.07,0.18,0.11,0.18,0.15,0.09,0.23,0.15,0.23,150,30,44,40.5,903,884,14,5,0,2,23,0,0,1161,32,225,538,413,65,1161,45,24,53.3,21,46.7,604,2952,1396,26,8,38,38,750,0.13,-1.1,-1.1
ENG-Premier League,2425,Everton,Armando Broja,ALB,FW,22.0,2001.0,10,4,334,3.7,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,12,2,26,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.08,0.03,0.08,9,18,21,46.2,73,72,0,0,0,0,1,0,0,127,4,14,47,72,18,127,16,8,50.0,7,43.8,64,577,281,8,3,16,13,94,0.03,-0.1,-0.1
ENG-Premier League,2425,Everton,Ashley Young,ENG,DF,39.0,1985.0,32,19,1875,20.8,1,3,4,1,0,0,7,1,0.3,0.3,2.3,2.6,24,90,32,0.05,0.14,0.19,0.05,0.19,0.01,0.11,0.12,0.01,0.12,75,10,11,47.6,999,770,222,25,3,4,75,180,15,1194,61,369,528,305,9,1194,20,7,35.0,9,45.0,487,2447,1378,26,1,11,1,618,0.04,0.7,0.7
ENG-Premier League,2425,Everton,Beto,GNB,FW,26.0,1998.0,30,15,1534,17.0,8,0,8,8,0,0,2,0,8.2,8.2,1.2,9.4,15,16,77,0.47,0.0,0.47,0.47,0.47,0.48,0.07,0.55,0.48,0.55,40,99,105,48.5,268,264,4,0,1,2,4,0,1,520,29,51,233,242,86,520,38,19,50.0,17,44.7,267,1242,478,12,9,71,37,378,0.17,-0.2,-0.2
ENG-Premier League,2425,Everton,Carlos Alcaraz,ARG,"FW,MF",21.0,2002.0,15,7,764,8.5,2,3,5,2,0,0,4,0,1.7,1.7,1.6,3.4,19,42,21,0.24,0.35,0.59,0.24,0.59,0.2,0.19,0.4,0.2,0.4,37,14,8,63.6,278,265,12,2,1,2,11,6,3,378,15,63,168,156,19,378,18,9,50.0,7,38.9,211,1331,707,21,2,14,13,247,0.07,0.3,0.3
ENG-Premier League,2425,Everton,Dominic Calvert-Lewin,ENG,FW,27.0,1997.0,26,19,1609,17.9,3,1,4,3,0,0,2,0,6.7,6.7,0.6,7.4,23,20,112,0.17,0.06,0.22,0.17,0.22,0.38,0.04,0.41,0.38,0.41,35,85,81,51.2,289,287,2,0,0,1,6,1,0,520,26,45,215,265,88,520,25,10,40.0,13,52.0,280,1445,463,8,17,77,33,417,0.14,-3.7,-3.7
ENG-Premier League,2425,Everton,Dwight McNeil,ENG,"MF,FW",24.0,1999.0,21,15,1371,15.2,4,6,10,4,0,0,1,0,1.1,1.1,5.2,6.3,38,69,80,0.26,0.39,0.66,0.26,0.66,0.07,0.34,0.41,0.07,0.41,76,3,17,15.0,619,516,99,32,8,5,105,5,45,748,6,73,328,368,25,748,45,24,53.3,20,44.4,443,2674,1162,34,5,26,33,510,0.04,2.9,2.9
ENG-Premier League,2425,Everton,Harrison Armstrong,ENG,MF,17.0,2007.0,3,0,48,0.5,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.4,1,1,0,0.0,0.0,0.0,0.0,0.0,0.69,0.14,0.82,0.69,0.82,2,0,2,0.0,15,13,1,0,0,0,1,0,0,20,0,3,12,7,2,20,1,1,100.0,0,0.0,15,110,43,2,0,2,3,14,0.37,-0.4,-0.4
ENG-Premier League,2425,Everton,Idrissa Gana Gueye,SEN,MF,34.0,1989.0,37,35,3063,34.0,0,3,3,0,0,0,9,0,1.1,1.1,1.7,2.8,27,145,27,0.0,0.09,0.09,0.0,0.09,0.03,0.05,0.08,0.03,0.08,194,24,15,61.5,1422,1388,27,7,2,7,7,7,0,1801,72,432,1045,336,21,1801,39,18,46.2,19,48.7,861,4046,1752,27,4,32,38,1048,0.04,-1.1,-1.1
ENG-Premier League,2425,Everton,Iliman Ndiaye,SEN,FW,24.0,2000.0,33,29,2430,27.0,9,0,9,7,2,2,3,0,6.2,4.7,1.9,6.5,86,59,122,0.33,0.0,0.33,0.26,0.26,0.23,0.07,0.3,0.17,0.24,172,6,19,24.0,736,709,25,5,2,2,38,5,10,1084,36,219,451,464,83,1082,143,68,47.6,64,44.8,621,4800,2367,44,32,55,44,674,0.13,2.8,2.3
ENG-Premier League,2425,Everton,Jack Harrison,ENG,FW,27.0,1996.0,34,24,2076,23.1,1,0,1,1,0,0,0,0,3.5,3.5,3.7,7.2,73,51,127,0.04,0.0,0.04,0.04,0.04,0.15,0.16,0.31,0.15,0.31,73,4,28,12.5,659,588,64,23,4,2,131,8,32,948,36,157,336,463,69,948,75,24,32.0,43,57.3,524,3153,1639,36,17,52,41,612,0.12,-2.5,-2.5
ENG-Premier League,2425,Everton,Jake O'Brien,IRL,DF,23.0,2001.0,20,17,1571,17.5,2,0,2,2,0,0,5,0,0.8,0.8,0.6,1.3,7,50,25,0.11,0.0,0.11,0.11,0.11,0.04,0.03,0.08,0.04,0.08,52,41,30,57.7,725,602,121,5,0,1,18,100,0,900,93,374,390,139,22,900,10,4,40.0,5,50.0,391,1801,906,6,2,5,5,481,0.13,1.2,1.2
ENG-Premier League,2425,Everton,James Garner,ENG,"MF,DF",23.0,2001.0,21,17,1594,17.7,0,1,1,0,0,0,5,0,0.7,0.7,1.4,2.1,15,50,30,0.0,0.06,0.06,0.0,0.06,0.04,0.08,0.12,0.04,0.12,73,11,13,45.8,803,687,110,17,2,2,57,42,23,977,40,226,511,248,15,977,19,7,36.8,12,63.2,478,2187,842,19,2,16,9,550,0.06,-0.7,-0.7
ENG-Premier League,2425,Everton,James Tarkowski,ENG,DF,31.0,1992.0,33,33,2922,32.5,1,1,2,1,0,0,6,0,1.3,1.3,2.9,4.2,9,75,3,0.03,0.03,0.06,0.03,0.06,0.04,0.09,0.13,0.04,0.13,98,102,33,75.6,1290,1204,77,46,2,13,1,3,0,1706,355,974,635,106,57,1706,7,5,71.4,2,28.6,727,3610,1943,10,0,13,7,927,0.09,-0.3,-0.3
ENG-Premier League,2425,Everton,Jarrad Branthwaite,ENG,DF,22.0,2002.0,30,28,2511,27.9,0,1,1,0,0,0,4,0,1.2,1.2,0.7,1.9,10,66,2,0.0,0.04,0.04,0.0,0.04,0.04,0.02,0.07,0.04,0.07,93,61,42,59.2,1198,1141,51,38,1,17,5,3,0,1520,211,783,676,69,28,1520,6,3,50.0,2,33.3,747,4143,2515,14,2,8,4,894,0.12,-1.2,-1.2
ENG-Premier League,2425,Everton,Jesper Lindstrøm,DEN,FW,24.0,2000.0,25,15,1239,13.8,0,1,1,0,0,0,2,0,2.1,2.1,2.0,4.1,30,25,81,0.0,0.07,0.07,0.0,0.07,0.15,0.15,0.3,0.15,0.3,70,6,12,33.3,428,383,42,11,1,0,71,6,25,625,22,127,206,303,40,625,43,8,18.6,31,72.1,302,1627,780,19,7,31,24,347,0.08,-2.1,-2.1
ENG-Premier League,2425,Everton,Jordan Pickford,ENG,GK,30.0,1994.0,38,38,3420,38.0,0,1,1,0,0,0,7,0,0.0,0.0,0.4,0.4,0,0,0,0.0,0.03,0.03,0.0,0.03,0.0,0.01,0.01,0.0,0.01,36,5,1,83.3,1595,1167,419,188,0,7,0,0,0,1708,1116,1640,69,0,0,1708,0,0,,0,,989,5989,3568,0,0,2,0,871,,0.0,0.0
ENG-Premier League,2425,Everton,Mason Holgate,JAM,"FW,DF",27.0,1996.0,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,2,0,2,0,0,0,0,2,0,3,0,0,2,1,0,3,0,0,,0,,1,0,0,0,0,1,0,1,,0.0,0.0
ENG-Premier League,2425,Everton,Michael Keane,ENG,DF,31.0,1993.0,14,11,1049,11.7,3,0,3,3,0,0,5,0,0.6,0.6,0.1,0.7,1,14,3,0.26,0.0,0.26,0.26,0.26,0.05,0.01,0.06,0.05,0.06,26,26,20,56.5,377,365,8,4,0,12,1,0,0,513,106,295,198,22,17,513,1,0,0.0,1,100.0,229,904,290,1,0,2,2,286,0.06,2.4,2.4
ENG-Premier League,2425,Everton,Nathan Patterson,SCO,DF,22.0,2001.0,10,3,347,3.9,0,1,1,0,0,0,1,0,0.1,0.1,0.4,0.5,6,13,18,0.0,0.26,0.26,0.0,0.26,0.02,0.11,0.13,0.02,0.13,12,1,7,12.5,176,134,42,0,1,0,14,42,0,215,11,52,90,75,5,215,12,9,75.0,2,16.7,95,420,216,5,2,4,2,117,0.07,-0.1,-0.1
ENG-Premier League,2425,Everton,Orel Mangala,BEL,MF,26.0,1998.0,19,14,1261,14.0,1,0,1,1,0,0,2,0,1.1,1.1,0.6,1.8,6,34,19,0.07,0.0,0.07,0.07,0.07,0.08,0.05,0.13,0.08,0.13,49,6,8,42.9,490,485,4,3,0,1,6,0,0,621,22,133,335,157,13,621,24,14,58.3,9,37.5,298,1574,576,6,3,12,12,406,0.07,-0.1,-0.1
ENG-Premier League,2425,Everton,Roman Dixon,ENG,DF,19.0,2004.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,3,0.0,19,16,3,0,0,0,0,3,0,36,8,19,14,4,0,36,3,0,0.0,3,100.0,16,107,48,0,0,2,0,13,,0.0,0.0
ENG-Premier League,2425,Everton,Séamus Coleman,IRL,DF,35.0,1988.0,5,3,215,2.4,0,0,0,0,0,0,1,0,0.6,0.6,0.0,0.6,1,11,7,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.24,0.24,0.24,7,2,1,66.7,98,78,19,0,0,0,4,19,0,121,12,42,54,26,3,121,5,4,80.0,1,20.0,54,310,177,2,0,1,1,68,0.57,-0.6,-0.6
ENG-Premier League,2425,Everton,Tim Iroegbunam,ENG,MF,21.0,2003.0,18,5,574,6.4,0,1,1,0,0,0,4,0,0.2,0.2,0.2,0.4,8,15,9,0.0,0.16,0.16,0.0,0.16,0.04,0.03,0.07,0.04,0.07,51,11,4,73.3,158,156,0,0,0,0,1,0,0,269,24,89,127,60,12,269,20,8,40.0,8,40.0,127,744,379,10,2,11,18,113,0.05,-0.2,-0.2
ENG-Premier League,2425,Everton,Vitaliy Mykolenko,UKR,DF,25.0,1999.0,35,35,3082,34.2,1,2,3,1,0,0,4,0,0.5,0.5,2.6,3.1,33,110,99,0.03,0.06,0.09,0.03,0.09,0.01,0.08,0.09,0.01,0.09,88,47,37,56.0,1322,1060,259,13,2,3,101,246,0,1678,125,525,713,452,32,1678,20,8,40.0,9,45.0,697,2825,1506,28,1,23,11,860,0.04,0.5,0.5
ENG-Premier League,2425,Everton,Youssef Chermiti,POR,"FW,MF",20.0,2004.0,4,0,45,0.5,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,1,6,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.22,0.22,0.22,0,2,1,66.7,11,11,0,0,0,0,1,0,0,15,0,0,6,9,3,15,1,1,100.0,0,0.0,7,21,2,0,0,0,1,13,0.04,-0.1,-0.1
ENG-Premier League,2425,Fulham,Adama Traoré,ESP,"FW,MF",28.0,1996.0,36,18,1772,19.7,2,7,9,2,0,0,3,0,4.0,4.0,4.9,8.9,100,68,161,0.1,0.36,0.46,0.1,0.46,0.2,0.25,0.45,0.2,0.45,87,25,26,49.0,587,584,1,0,6,2,100,1,0,801,4,83,285,455,91,801,97,48,49.5,36,37.1,538,4631,2486,45,33,37,25,607,0.1,-2.0,-2.0
ENG-Premier League,2425,Fulham,Alex Iwobi,NGA,"FW,MF",28.0,1996.0,38,35,2981,33.1,9,6,15,9,0,0,1,0,4.7,4.7,7.0,11.8,144,213,246,0.27,0.18,0.45,0.27,0.45,0.14,0.21,0.36,0.14,0.36,140,7,31,18.4,1532,1487,39,7,15,21,126,24,2,1861,33,244,748,895,116,1861,97,48,49.5,42,43.3,1312,8012,4367,105,37,62,40,1447,0.07,4.3,4.3
ENG-Premier League,2425,Fulham,Andreas Pereira,BRA,MF,28.0,1996.0,33,25,2013,22.4,2,4,6,2,0,1,7,0,3.8,3.0,4.6,7.6,29,104,81,0.09,0.18,0.27,0.09,0.27,0.17,0.21,0.38,0.14,0.34,100,13,23,36.1,970,761,205,50,5,8,171,9,109,1148,22,169,466,531,46,1147,30,14,46.7,8,26.7,578,2764,1341,38,9,29,22,676,0.08,-1.8,-1.0
ENG-Premier League,2425,Fulham,Antonee Robinson,USA,DF,26.0,1997.0,36,35,3167,35.2,0,10,10,0,0,0,8,0,0.7,0.7,4.2,4.9,118,131,274,0.0,0.28,0.28,0.0,0.28,0.02,0.12,0.14,0.02,0.14,157,50,26,65.8,2076,1781,289,17,1,5,170,272,0,2523,139,828,942,788,70,2523,83,38,45.8,34,41.0,1343,7361,4230,61,30,44,20,1509,0.04,-0.7,-0.7
ENG-Premier League,2425,Fulham,Bernd Leno,GER,GK,32.0,1992.0,38,38,3420,38.0,0,1,1,0,0,0,5,0,0.0,0.0,0.1,0.1,0,0,0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,50,9,1,90.0,1404,1160,243,71,0,0,0,0,0,1479,1190,1466,13,0,0,1479,0,0,,0,,955,3956,2233,0,0,0,0,862,,0.0,0.0
ENG-Premier League,2425,Fulham,Calvin Bassey,NGA,DF,24.0,1999.0,35,34,3074,34.2,1,0,1,1,0,0,7,0,1.0,1.0,0.1,1.2,39,116,15,0.03,0.0,0.03,0.03,0.03,0.03,0.0,0.03,0.03,0.03,168,43,33,56.6,2155,2025,128,48,0,10,8,8,0,2463,324,1205,1151,132,19,2463,33,15,45.5,11,33.3,1571,8212,4940,20,5,34,8,1716,0.07,0.0,0.0
ENG-Premier League,2425,Fulham,Carlos Vinícius,BRA,"MF,FW",29.0,1995.0,3,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.21,0.21,0.21,0,0,0,,3,3,0,0,0,0,0,0,0,7,0,1,3,3,2,7,1,1,100.0,0,0.0,7,24,11,0,1,1,0,6,0.04,0.0,0.0
ENG-Premier League,2425,Fulham,Emile Smith Rowe,ENG,MF,24.0,2000.0,34,25,2043,22.7,6,3,9,6,0,0,3,0,4.5,4.5,1.4,6.0,53,126,127,0.26,0.13,0.4,0.26,0.4,0.2,0.06,0.26,0.2,0.26,75,6,20,23.1,1023,985,35,6,2,2,16,3,1,1223,20,166,591,476,60,1223,35,16,45.7,16,45.7,779,3728,1932,40,12,36,18,940,0.12,1.5,1.5
ENG-Premier League,2425,Fulham,Harrison Reed,ENG,MF,29.0,1995.0,12,0,108,1.2,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,1,4,7,0.0,0.0,0.0,0.0,0.0,0.21,0.07,0.27,0.21,0.27,10,1,2,33.3,55,46,8,5,0,0,6,0,1,78,2,11,28,40,5,78,2,0,0.0,1,50.0,31,95,27,1,0,2,2,38,0.08,-0.2,-0.2
ENG-Premier League,2425,Fulham,Harry Wilson,WAL,"FW,MF",27.0,1997.0,25,12,1162,12.9,6,1,7,6,0,0,2,0,4.2,4.2,1.1,5.3,22,51,96,0.46,0.08,0.54,0.46,0.54,0.33,0.09,0.41,0.33,0.41,55,5,20,20.0,445,393,51,16,1,5,41,4,27,598,11,81,203,324,63,598,24,9,37.5,10,41.7,342,1879,864,18,11,19,6,390,0.1,1.8,1.8
ENG-Premier League,2425,Fulham,Issa Diop,FRA,DF,27.0,1997.0,21,15,1339,14.9,0,0,0,0,0,0,2,0,0.5,0.5,0.1,0.6,6,25,3,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.04,0.04,0.04,45,20,12,62.5,758,733,25,21,0,1,1,2,0,903,125,498,381,26,13,903,2,1,50.0,1,50.0,533,2426,1216,2,0,9,2,617,0.11,-0.5,-0.5
ENG-Premier League,2425,Fulham,Jay Stansfield,ENG,MF,21.0,2002.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0.0,0.0
ENG-Premier League,2425,Fulham,Joachim Andersen,DEN,DF,28.0,1996.0,29,29,2583,28.7,0,0,0,0,0,0,6,1,1.0,1.0,0.5,1.5,16,112,2,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.05,0.04,0.05,122,70,39,64.2,2000,1891,102,81,0,35,12,9,0,2336,340,1233,1013,102,22,2336,6,4,66.7,0,0.0,1350,6505,3435,14,1,6,3,1621,0.05,-1.0,-1.0
ENG-Premier League,2425,Fulham,Jorge Cuenca,ESP,DF,24.0,1999.0,8,4,351,3.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,10,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,10,6,3,66.7,173,160,13,4,0,0,1,2,0,214,38,134,74,7,1,214,2,2,100.0,0,0.0,89,302,140,1,0,2,0,133,0.02,0.0,0.0
ENG-Premier League,2425,Fulham,Joshua King,ENG,MF,17.0,2007.0,8,1,130,1.4,0,0,0,0,0,0,0,0,0.3,0.3,0.4,0.7,3,9,16,0.0,0.0,0.0,0.0,0.0,0.22,0.3,0.51,0.22,0.51,5,1,2,33.3,64,63,1,0,0,1,2,0,0,87,2,12,31,46,10,87,8,4,50.0,4,50.0,44,335,138,4,0,1,6,60,0.11,-0.3,-0.3
ENG-Premier League,2425,Fulham,Kenny Tete,NED,DF,28.0,1995.0,22,21,1774,19.7,0,2,2,0,0,0,5,0,1.4,1.4,0.9,2.3,34,63,54,0.0,0.1,0.1,0.0,0.1,0.07,0.05,0.12,0.07,0.12,74,24,22,52.2,956,799,153,6,1,2,38,147,0,1205,79,402,484,329,37,1205,20,9,45.0,6,30.0,611,2851,1336,21,7,17,10,695,0.06,-1.4,-1.4
ENG-Premier League,2425,Fulham,Martial Godo,ENG,"FW,DF",21.0,2003.0,2,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.21,0.0,0.21,1,0,1,0.0,17,15,2,0,0,0,1,2,0,25,0,1,7,17,7,25,4,1,25.0,3,75.0,18,155,87,0,2,0,0,15,,0.0,0.0
ENG-Premier League,2425,Fulham,Raúl Jiménez,MEX,FW,33.0,1991.0,38,30,2494,27.7,12,3,15,9,3,3,4,0,12.0,9.6,3.3,12.9,35,62,125,0.43,0.11,0.54,0.32,0.43,0.43,0.12,0.55,0.35,0.47,80,91,99,47.9,643,635,7,3,3,5,23,4,0,999,35,120,431,464,165,996,50,21,42.0,26,52.0,549,2557,1112,24,17,74,45,734,0.1,0.0,-0.6
ENG-Premier League,2425,Fulham,Reiss Nelson,ENG,FW,24.0,1999.0,11,5,487,5.4,1,1,2,1,0,0,1,0,1.1,1.1,1.0,2.1,45,35,63,0.18,0.18,0.37,0.18,0.37,0.2,0.18,0.39,0.2,0.39,29,0,4,0.0,268,261,6,0,2,2,23,1,5,347,5,30,110,212,35,347,35,13,37.1,13,37.1,259,1956,960,25,21,14,8,274,0.09,-0.1,-0.1
ENG-Premier League,2425,Fulham,Rodrigo Muniz,BRA,FW,23.0,2001.0,31,8,964,10.7,8,1,9,8,0,0,1,0,5.8,5.8,0.7,6.5,6,27,31,0.75,0.09,0.84,0.75,0.84,0.54,0.07,0.61,0.54,0.61,14,67,63,51.5,142,135,6,1,3,2,1,0,0,311,14,27,161,127,55,311,18,6,33.3,9,50.0,157,651,187,4,3,47,24,237,0.15,2.2,2.2
ENG-Premier League,2425,Fulham,Ryan Sessegnon,ENG,"FW,DF",24.0,2000.0,16,7,580,6.4,4,2,6,4,0,0,1,0,1.6,1.6,1.1,2.7,18,22,59,0.62,0.31,0.93,0.62,0.93,0.25,0.17,0.42,0.25,0.42,30,8,11,42.1,241,226,15,0,0,0,16,13,1,363,15,88,131,149,45,363,21,8,38.1,10,47.6,180,1054,549,14,10,19,8,210,0.12,2.4,2.4
ENG-Premier League,2425,Fulham,Sander Berge,NOR,MF,26.0,1998.0,31,26,2224,24.7,0,0,0,0,0,0,6,0,0.4,0.4,0.6,1.0,29,124,9,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,126,28,22,56.0,1193,1152,41,40,3,7,3,1,0,1384,81,374,799,217,14,1384,20,11,55.0,6,30.0,804,4467,2065,25,2,15,16,892,0.12,-0.4,-0.4
ENG-Premier League,2425,Fulham,Saša Lukić,SRB,MF,27.0,1996.0,30,28,2344,26.0,0,2,2,0,0,0,12,0,1.2,1.2,2.7,3.9,39,98,33,0.0,0.08,0.08,0.0,0.08,0.04,0.11,0.15,0.04,0.15,109,19,25,43.2,1260,1171,87,38,1,4,62,1,42,1493,57,332,843,331,21,1493,17,8,47.1,5,29.4,825,4427,2190,40,4,23,8,963,0.06,-1.2,-1.2
ENG-Premier League,2425,Fulham,Timothy Castagne,BEL,DF,28.0,1995.0,24,17,1649,18.3,0,1,1,0,0,0,1,0,0.4,0.4,1.2,1.6,17,62,67,0.0,0.05,0.05,0.0,0.05,0.02,0.07,0.09,0.02,0.09,57,34,35,49.3,953,813,140,10,0,1,37,130,0,1164,92,449,462,259,32,1164,12,5,41.7,5,41.7,547,2191,1044,15,2,15,5,665,0.05,-0.4,-0.4
ENG-Premier League,2425,Fulham,Tom Cairney,SCO,MF,33.0,1991.0,25,3,628,7.0,2,0,2,2,0,0,3,1,0.8,0.8,1.1,1.8,18,53,33,0.29,0.0,0.29,0.29,0.29,0.11,0.15,0.26,0.11,0.26,52,5,9,35.7,627,602,25,11,0,2,20,1,8,683,12,123,347,223,18,683,13,5,38.5,4,30.8,456,2179,1047,17,4,6,4,553,0.07,1.2,1.2
ENG-Premier League,2425,Fulham,Willian,BRA,"FW,MF",35.0,1988.0,10,2,257,2.9,0,0,0,0,0,0,0,0,0.3,0.3,0.5,0.8,11,40,33,0.0,0.0,0.0,0.0,0.0,0.1,0.18,0.28,0.1,0.28,14,1,3,25.0,208,196,11,2,0,4,16,2,7,231,1,18,83,134,7,231,7,1,14.3,4,57.1,148,1005,503,10,2,3,1,183,0.04,-0.3,-0.3
ENG-Premier League,2425,Ipswich Town,Alex Palmer,ENG,GK,27.0,1996.0,13,13,1170,13.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,5,0,100.0,423,287,136,42,0,0,0,0,0,470,396,461,10,0,0,470,0,0,,0,,210,1205,750,0,0,2,0,170,,0.0,0.0
ENG-Premier League,2425,Ipswich Town,Ali Al Hamadi,IRQ,FW,22.0,2002.0,11,0,134,1.5,0,0,0,0,0,0,3,0,0.4,0.4,0.1,0.4,4,3,14,0.0,0.0,0.0,0.0,0.0,0.24,0.05,0.28,0.24,0.28,4,5,9,35.7,30,30,0,0,0,0,0,0,0,53,2,6,20,30,9,53,7,4,57.1,3,42.9,29,187,111,3,4,7,4,36,0.09,-0.4,-0.4
ENG-Premier League,2425,Ipswich Town,Arijanet Muric,KVX,GK,25.0,1998.0,18,18,1620,18.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,11,1,91.7,633,485,143,49,0,3,0,0,0,689,559,672,18,0,0,689,0,0,,0,,405,2088,1178,0,0,3,1,321,,0.0,0.0
